#Types Before Cut: 11091
#Types After Cut: 9696
#Search Hits: 0
1055	7	8.078	началась
1056	7	8.078	начинается
1057	7	8.078	нашем
1058	7	8.078	нашли
1059	7	8.078	стоят
1060	7	8.078	точнее
1061	7	8.078	улица
1062	7	8.078	франции
1063	15	8.051	одну
1064	6	8.042	ездил
1065	6	8.042	играет
1066	6	8.042	лучший
1067	6	8.042	рождения
1068	6	8.042	ушел
1069	6	8.042	штук
1070	3	7.895	adv
1071	3	7.895	day
1072	3	7.895	gen
1073	3	7.895	plen
1074	3	7.895	автобусов
1075	3	7.895	автобусы
1076	3	7.895	аж
1077	3	7.895	амаретто
1078	3	7.895	архитектурой
1079	3	7.895	атмосфера
1080	3	7.895	африке
1081	3	7.895	балетную
1082	3	7.895	бар
1083	3	7.895	беби
1084	3	7.895	бедно
1085	3	7.895	бежит
1086	3	7.895	безумно
1087	3	7.895	белорусском
1088	3	7.895	беру
1089	3	7.895	бесполезно
1090	3	7.895	библиофил
1091	3	7.895	благо
1092	3	7.895	блять
1093	3	7.895	болезнь
1094	3	7.895	буквами
1095	3	7.895	бэ
1096	3	7.895	вайновский
1097	3	7.895	вами
1098	3	7.895	вареньем
1099	3	7.895	вдвоем
1100	3	7.895	ведёт
1101	3	7.895	везло
1102	3	7.895	вернули
1103	3	7.895	весна
1104	3	7.895	вечер
1105	3	7.895	взрослый
1106	3	7.895	визы
1107	3	7.895	викинги
1108	3	7.895	вкусно
1109	3	7.895	внизу
1110	3	7.895	вода
1111	3	7.895	возьму
1112	3	7.895	войной
1113	3	7.895	вспомнил
1114	3	7.895	встретила
1115	3	7.895	встретить
1116	3	7.895	встречают
1117	3	7.895	выполняешь
1118	3	7.895	высокодинамичный
1119	3	7.895	геру
1120	3	7.895	геша
1121	3	7.895	гимназия
1122	3	7.895	гитару
1123	3	7.895	глухарь
1124	3	7.895	гм
1125	3	7.895	говард
1126	3	7.895	горбачёва
1127	3	7.895	городке
1128	3	7.895	горы
1129	3	7.895	гравитация
1130	3	7.895	грамм
1131	3	7.895	гуглили
1132	3	7.895	даа
1133	3	7.895	двенадцати
1134	3	7.895	девяностые
1135	3	7.895	девяностых
1136	3	7.895	девятом
1137	3	7.895	девятьсот
1138	3	7.895	декорации
1139	3	7.895	дениса
1140	3	7.895	держи
1141	3	7.895	джи
1142	3	7.895	дизайн
1143	3	7.895	днк
1144	3	7.895	добираться
1145	3	7.895	добрый
1146	3	7.895	доехал
1147	3	7.895	доехало
1148	3	7.895	домики
1149	3	7.895	дочерью
1150	3	7.895	душе
1151	3	7.895	евреев
1152	3	7.895	еле
1153	3	7.895	жалко
1154	3	7.895	женский
1155	3	7.895	женщин
1156	3	7.895	забивается
1157	3	7.895	заговора
1158	3	7.895	задают
